시도,시군구,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월
부산,금정,247504,247311,247048,246833,246026,245599,245633,245534,245315,244973,244727,244669,244836,244914,244957,244847,244624,244288,244405,244149,243951,243571,243293,243033,242995,243042,243781,244303,244469,244427,244778,244703,244546,244341,244113,243834,243718,243688,243417,243205,242956,242459,242447,242200,241986,241793,241488,241177,240880,240494,239837,239459,239062,238556,238208,237508,236904,236596,236009
부산,기장,151258,151627,152077,152479,153093,153331,153573,153865,154751,155325,155853,156602,157416,157717,158064,158362,158527,158654,158794,158829,158810,158997,159055,159319,160113,160596,160811,161351,161651,162076,162283,162478,162668,162717,163110,163564,163868,164226,164528,164722,164864,164898,164833,165004,165024,165016,165090,165047,164989,165010,164949,164926,164716,164710,166321,167586,168132,169142,170139
부산,남,284913,284477,284122,283749,283101,282395,281923,281549,281225,280863,280566,280326,280139,279970,279593,279207,278779,278472,278004,277586,277022,276584,276360,276118,275588,275334,274843,274351,273854,273272,273331,274887,275847,276812,277352,278511,279263,279791,280233,280296,279917,279470,279033,278608,278497,278632,278270,277824,277205,276583,275792,275041,274480,273707,272927,272381,271674,271183,270606
부산,동,93071,92879,92668,92373,92069,91818,91568,91407,91230,91024,90769,90615,90467,90371,90176,90085,89826,89741,89623,89510,89239,89079,88940,88836,89023,89111,89092,89070,88868,88801,88645,88374,88181,87988,87787,87486,87345,87268,87093,86980,86912,86828,86671,86603,86485,86347,86206,86145,86939,87437,87796,87903,88165,88292,88439,89289,89673,89710,89698
부산,동래,273252,273105,272672,271747,272837,273361,273278,272848,272527,272240,272226,272178,271912,272259,272697,272815,272745,273394,274685,274618,274541,274243,273910,273379,272947,272451,271854,271240,270727,270230,270124,269820,269777,269639,269603,269364,269149,268721,267936,267411,266515,266502,266860,267232,267567,267572,267804,268097,268956,269739,270558,270910,271247,271562,271528,272319,272570,272532,272476
부산,부산진,385328,384868,384533,383889,381572,381148,380771,380638,380314,379806,379361,379037,378633,378177,377668,377180,376526,375957,375205,375136,375508,375385,375003,375032,374888,374334,373464,372523,371703,370945,370200,369532,368940,368321,367628,366590,365694,365195,364287,363282,362357,361565,360885,360140,359247,358815,358864,358854,359010,359022,358685,358302,357880,357284,356811,356661,356978,357190,357242
부산,북,306763,306745,307176,309068,310484,311380,311807,312114,312080,312090,311922,311807,311772,311751,311161,310862,310202,309789,309106,308865,308548,308067,307465,306723,305863,305305,304371,303650,302924,302427,301807,301167,300728,300372,299979,299512,298952,298636,298116,297465,296952,296292,295517,294651,293971,293362,292843,292387,291787,291452,291131,291337,291132,290908,290230,289575,289059,288986,288376
부산,사상,239797,239405,238918,238243,237711,237018,236633,236269,236014,235621,235226,234890,234560,234297,233892,233304,232800,232536,232021,231641,231348,230963,230867,230748,230560,230458,229925,229523,229219,228716,228193,227471,226845,226092,225742,225271,224884,224613,224349,223996,223361,222853,222315,222251,221994,221872,221317,220898,220374,219916,219303,218707,218094,217594,217250,216840,216507,216083,215709
부산,사하,339632,339295,338925,338447,337781,336794,336161,335817,335464,335136,334741,334722,334597,334441,334909,334991,334603,334654,334299,333920,333761,333892,333818,333925,334116,334142,333566,333342,333301,333089,332641,332279,331884,331356,330934,330473,329946,329639,329105,328625,327791,326968,326061,325726,325166,324661,324330,324023,323430,322906,322333,321858,321004,320254,319542,318866,318196,317747,317258
부산,서,116611,116412,116345,116126,115963,115759,115515,115380,115210,114936,114749,114445,114149,113907,113589,113283,112973,112628,112374,112116,111865,111703,111465,111352,111184,110963,110747,110438,110039,109770,109983,109872,109739,110244,110576,110655,110687,110696,110783,110690,110534,110421,110384,110298,110052,109820,109546,109409,109131,108946,108735,108449,108229,107973,107844,107669,107722,107868,107947
부산,수영,179867,179914,179917,179838,179795,179806,179689,179754,179851,179827,179666,179458,179434,179318,179399,179544,179324,179111,178525,178258,178366,178529,178454,178403,178849,179510,179736,179896,179996,179878,179804,179315,178955,178473,177896,177433,177258,177059,176726,176371,176246,176116,176118,176100,175744,175532,176294,176724,176777,176738,176531,176331,176148,176112,176879,176967,176984,176886,176975
부산,연제,210232,210219,209960,209810,210718,210885,210903,210712,210592,210457,210099,209398,208689,208162,207640,207366,207268,207208,207738,207600,207358,207248,207128,207397,207508,207448,207075,206832,206742,206729,206423,205971,205697,205456,205290,205229,205073,204957,205525,206851,207840,208406,208637,208834,209712,210226,210011,209836,209529,209343,209503,209531,209395,209980,210509,210326,210086,209873,209514
부산,영도,130381,130214,129971,129751,129385,129191,129029,128887,128689,128424,128218,127978,127739,127526,127193,126803,126362,125988,125628,125312,125040,124679,124463,124230,124067,124026,123863,123660,123521,123333,123114,122814,122513,122125,121895,121571,121256,121039,120647,120377,120109,119734,119494,119222,119045,118790,118588,118303,117978,117662,117316,117040,116711,116447,116155,115886,115645,115388,115120
부산,중,46320,46284,46154,45968,45816,45770,45711,45637,45601,45604,45585,45509,45435,45408,45338,45302,45208,45144,45083,45041,44946,44843,44791,44689,44676,44581,44456,44317,44218,44107,43985,43931,43855,43725,43510,43315,43181,43082,43034,42935,42795,42665,42634,42585,42543,42404,42389,42350,42175,42085,42010,41983,41910,41830,41826,41764,41714,41742,41652
부산,해운대,422920,422670,422715,422972,422818,422992,423121,422960,422803,422883,422777,422560,422298,421820,421209,420629,419853,419405,418524,418044,417626,416966,416362,415768,414917,414154,413263,412730,412039,411827,412079,412039,411772,411471,411091,410693,410304,410151,409858,409566,409347,409167,409032,408770,408384,408026,407560,407104,406627,406315,406058,406204,406102,406312,405708,405155,405268,404459,403923
서울,강남,577380,576756,577582,577377,576495,576089,575486,573644,572375,571445,571330,570882,570421,569961,569611,568416,567115,567077,566590,565550,564885,564166,563448,563050,562216,560827,559507,557667,556164,555622,554772,552976,551140,548745,546952,545809,545085,544257,543907,542671,542364,542154,542341,541854,542108,542344,542498,542576,543222,544028,544712,545024,545169,545938,546436,544804,543240,541915,541233
서울,강동,462796,462103,460988,459863,458658,457825,456579,455189,454001,452261,450926,450141,448602,447881,446321,445313,444168,445110,447960,449019,449253,449407,448953,447444,445342,442654,440449,437793,436223,435340,434710,434027,433513,433034,432749,432168,431362,430705,429734,428531,427573,426865,426178,425267,424727,424417,424235,425392,425953,426219,430684,433251,436067,440795,446887,452646,455042,456312,457164
서울,강북,332721,332366,331861,331360,330873,330548,330288,330058,329863,329417,329230,329074,328920,328639,328091,327573,327195,326958,326534,326686,326713,326546,326563,326174,325972,325552,325374,325033,324479,324288,324008,323862,323360,322802,322385,321757,320970,320576,320094,319519,319164,318761,318268,317386,316604,316044,315587,315003,314538,314090,314189,314306,313954,313705,313289,312985,312691,312270,311773
서울,강서,589467,589693,589509,589257,589074,589731,590173,590849,591205,591574,591592,591105,591960,593022,593976,595073,595485,596109,596566,597248,597936,599290,600323,600852,601282,601391,601432,601606,601691,601753,601850,601696,601325,600798,600257,599501,598759,598416,597823,597432,596949,596862,596602,596287,596233,596109,595602,595057,594299,593708,593030,592309,591796,591599,590419,589302,588281,587553,586936
서울,계,10063197,10055027,10045027,10035597,10022181,10018537,10014261,10009588,10002979,9995784,9989795,9981673,9971111,9964291,9954791,9943333,9930616,9930478,9931412,9926968,9922745,9919016,9914381,9908612,9902072,9891448,9882810,9870167,9857426,9851767,9845336,9838892,9830452,9820971,9814049,9806538,9799075,9793003,9784112,9774088,9765623,9766288,9770638,9770216,9766886,9762062,9757144,9751415,9744888,9740398,9736289,9732577,9729107,9733509,9736962,9733655,9726787,9724496,9720846
서울,관악,511904,511583,510989,510131,509663,510110,510562,510987,510794,510630,510333,510276,509725,509161,508447,507697,506851,506870,507133,507203,506905,506623,506332,505993,505731,505188,504649,503985,503297,503657,503819,504445,504437,504027,504048,503900,503840,503956,503523,502492,501957,501999,502435,502615,502251,502329,502089,502212,502393,502117,501241,500803,500094,499869,499587,499374,498978,499431,499740
서울,광진,361487,361173,360885,360663,360369,360132,360144,360083,359899,359494,359310,359117,358919,358744,358262,357726,357215,357303,357397,357211,357261,357128,357252,357419,357800,357743,357665,357773,357703,357785,357700,357149,356757,356176,355748,355352,355109,355032,355141,355555,355559,355382,355387,354873,354344,354158,353878,353206,353002,352692,352204,351699,351350,351263,351032,350417,350016,349800,349574
서울,구로,424365,423810,423293,422857,422092,421993,421862,421912,421537,421514,421491,421178,420289,419778,419092,418480,417551,417396,416766,416487,416096,415446,415071,414673,413759,412972,412422,411691,410742,409832,408629,408369,407890,407529,407235,406888,406469,406144,405613,405013,404497,404049,403668,404726,405516,405348,405415,405757,406359,406748,406889,407090,406664,406751,406245,405837,405271,405030,405075
서울,금천,237964,237605,237122,236715,236284,236151,235905,235734,235647,235522,235322,235144,234740,234392,234002,233711,235386,236124,236302,236353,236405,236475,236366,236129,235924,235608,235486,235390,235154,235050,234636,234238,233809,233583,233263,233145,232790,232760,232644,233666,233917,234153,234157,233981,234173,234133,234079,233827,233574,233371,233017,232889,232810,233066,232827,232583,232396,232425,232250
