,15.08_시군구,15.08_합물특,15.09_시군구,15.09_합물특,15.10_시군구,15.10_합물특,15.11_시군구,15.11_합물특,15.12_시군구,15.12_합물특,16.01_시군구,16.01_합물특,16.02_시군구,16.02_합물특,16.03_시군구,16.03_합물특,16.04_시군구,16.04_합물특,16.05_시군구,16.05_합물특,16.06_시군구,16.06_합물특,16.07_시군구,16.07_합물특,16.08_시군구,16.08_합물특,16.09_시군구,16.09_합물특,16.10_시군구,16.10_합물특,16.11_시군구,16.11_합물특,16.12_시군구,16.12_합물특,17.01_시군구,17.01_합물특,17.02_시군구,17.02_합물특,17.03_시군구,17.03_합물특,17.04_시군구,17.04_합물특,17.05_시군구,17.05_합물특,17.06_시군구,17.06_합물특,17.07_시군구,17.07_합물특,17.08_시군구,17.08_합물특,17.09_시군구,17.09_합물특,17.10_시군구,17.10_합물특,17.11_시군구,17.11_합물특,17.12_시군구,17.12_합물특,18.01_시군구,18.01_합물특,18.02_시군구,18.02_합물특,18.03_시군구,18.03_합물특,18.04_시군구,18.04_합물특,18.05_시군구,18.05_합물특,18.06_시군구,18.06_합물특,18.07_시군구,18.07_합물특,18.08_시군구,18.08_합물특,18.09_시군구,18.09_합물특,18.10_시군구,18.10_합물특,18.11_시군구,18.11_합물특,18.12_시군구,18.12_합물특,19.01_시군구,19.01_합물특,19.02_시군구,19.02_합물특,19.03_시군구,19.03_합물특,19.04_시군구,19.04_합물특,19.05_시군구,19.05_합물특,19.06_시군구,19.06_합물특,19.07_시군구,19.07_합물특,19.08_시군구,19.08_합물특,19.09_시군구,19.09_합물특,19.10_시군구,19.10_합물특,19.11_시군구,19.11_합물특,19.12_시군구,19.12_합물특,20.01_시군구,20.01_합물특,20.02_시군구,20.02_합물특,20.03_시군구,20.03_합물특,20.04_시군구,20.04_합물특,20.05_시군구,20.05_합물특,20.06_시군구,20.06_합물특
129,고성,4158,고성,4155,고성,4133,고성,4133,고성,4165,고성,4153,고성,4148,고성,4175,고성,4178,고성,4191,고성,4203,강릉,23096,삼척,7601.0,삼척,7600.0,삼척,7599.0,삼척,7593.0,삼척,7569.0,삼척,7587.0,삼척,7590.0,삼척,7612.0,삼척,7631.0,삼척,7624.0,삼척,7627.0,삼척,7658.0,삼척,7651.0,삼척,7676.0,삼척,7676.0,삼척,7684.0,삼척,7707.0,삼척,7747.0,삼척,7732.0,삼척,7739.0,삼척,7755.0,삼척,7790.0,삼척,7805.0,삼척,7843.0,삼척,7829.0,삼척,7855.0,삼척,7878.0,삼척,7901.0,삼척,7914.0,삼척,7939.0,삼척,7895.0,삼척,7892.0,삼척,7898.0,삼척,7912.0,삼척,7924.0,삼척,7951.0,삼척,7964.0,삼척,7959.0,삼척,7918.0,삼척,7929.0,삼척,7944.0,삼척,7998.0,삼척,8033.0,삼척,8036.0,삼척,8031.0,삼척,8048.0,삼척,8062.0
130,동해,8926,동해,8926,동해,8926,동해,8918,동해,8927,동해,8934,동해,8949,동해,8958,동해,8962,동해,8961,동해,8984,고성,4226,속초,7602.0,속초,7643.0,속초,7585.0,속초,7616.0,속초,7548.0,속초,7571.0,속초,7623.0,속초,7554.0,속초,7565.0,속초,7600.0,속초,7639.0,속초,7634.0,속초,7633.0,속초,7652.0,속초,7706.0,속초,7769.0,속초,7722.0,속초,7711.0,속초,7696.0,속초,7681.0,속초,7674.0,속초,7662.0,속초,7660.0,속초,7649.0,속초,7629.0,속초,7629.0,속초,7621.0,속초,7597.0,속초,7593.0,속초,7591.0,속초,7536.0,속초,7489.0,속초,7499.0,속초,7544.0,속초,7580.0,속초,7593.0,속초,7589.0,속초,7575.0,속초,7561.0,속초,7534.0,속초,7512.0,속초,7513.0,속초,7483.0,속초,7480.0,속초,7505.0,속초,7494.0,속초,7527.0
131,삼척,7565,삼척,7559,삼척,7561,삼척,7553,삼척,7536,삼척,7541,삼척,7542,삼척,7550,삼척,7554,삼척,7595,삼척,7605,동해,9010,양구,3510.0,양구,3513.0,양구,3524.0,양구,3517.0,양구,3535.0,양구,3538.0,양구,3533.0,양구,3548.0,양구,3577.0,양구,3575.0,양구,3593.0,양구,3596.0,양구,3606.0,양구,3604.0,양구,3626.0,양구,3629.0,양구,3635.0,양구,3640.0,양구,3627.0,양구,3638.0,양구,3653.0,양구,3669.0,양구,3663.0,양구,3675.0,양구,3682.0,양구,3691.0,양구,3694.0,양구,3725.0,양구,3751.0,양구,3767.0,양구,3741.0,양구,3734.0,양구,3731.0,양구,3738.0,양구,3783.0,양구,3793.0,양구,3799.0,양구,3787.0,양구,3786.0,양구,3793.0,양구,3789.0,양구,3782.0,양구,3767.0,양구,3775.0,양구,3787.0,양구,3798.0,양구,3824.0
132,속초,7414,속초,7429,속초,7539,속초,7498,속초,7461,속초,7437,속초,7449,속초,7439,속초,7470,속초,7501,속초,7530,삼척,7605,양양,4227.0,양양,4224.0,양양,4234.0,양양,4253.0,양양,4248.0,양양,4271.0,양양,4277.0,양양,4289.0,양양,4311.0,양양,4321.0,양양,4336.0,양양,4338.0,양양,4350.0,양양,4368.0,양양,4383.0,양양,4404.0,양양,4403.0,양양,4428.0,양양,4434.0,양양,4424.0,양양,4432.0,양양,4452.0,양양,4457.0,양양,4473.0,양양,4486.0,양양,4487.0,양양,4505.0,양양,4530.0,양양,4542.0,양양,4572.0,양양,4593.0,양양,4546.0,양양,4561.0,양양,4587.0,양양,4611.0,양양,4636.0,양양,4660.0,양양,4626.0,양양,4618.0,양양,4608.0,양양,4594.0,양양,4623.0,양양,4630.0,양양,4620.0,양양,4626.0,양양,4639.0,양양,4677.0
133,양구,3423,양구,3429,양구,3417,양구,3425,양구,3419,양구,3411,양구,3435,양구,3431,양구,3450,양구,3462,양구,3496,속초,7554,영월,6796.0,영월,6812.0,영월,6825.0,영월,6836.0,영월,6833.0,영월,6853.0,영월,6842.0,영월,6840.0,영월,6889.0,영월,6908.0,영월,6904.0,영월,6919.0,영월,6951.0,영월,6953.0,영월,6967.0,영월,6971.0,영월,6971.0,영월,6979.0,영월,6971.0,영월,6963.0,영월,6969.0,영월,6967.0,영월,6998.0,영월,7013.0,영월,7023.0,영월,7048.0,영월,7052.0,영월,7081.0,영월,7095.0,영월,7122.0,영월,7088.0,영월,7101.0,영월,7118.0,영월,7145.0,영월,7141.0,영월,7176.0,영월,7215.0,영월,7158.0,영월,7151.0,영월,7123.0,영월,7133.0,영월,7171.0,영월,7187.0,영월,7178.0,영월,7175.0,영월,7204.0,영월,7245.0
134,양양,4105,양양,4109,양양,4118,양양,4119,양양,4114,양양,4108,양양,4112,양양,4126,양양,4151,양양,4175,양양,4232,양구,3513,원주,32063.0,원주,32044.0,원주,32065.0,원주,32073.0,원주,32089.0,원주,32228.0,원주,32191.0,원주,32223.0,원주,32274.0,원주,32320.0,원주,32361.0,원주,32451.0,원주,32462.0,원주,32512.0,원주,32508.0,원주,32452.0,원주,32464.0,원주,32679.0,원주,32720.0,원주,32665.0,원주,32762.0,원주,32825.0,원주,32904.0,원주,33005.0,원주,33052.0,원주,33135.0,원주,33110.0,원주,33158.0,원주,33133.0,원주,33298.0,원주,33347.0,원주,33176.0,원주,33152.0,원주,33183.0,원주,33296.0,원주,33369.0,원주,33437.0,원주,33459.0,원주,33218.0,원주,33179.0,원주,33230.0,원주,33324.0,원주,33361.0,원주,33260.0,원주,33300.0,원주,33463.0,원주,33541.0
135,영월,6550,영월,6554,영월,6546,영월,6554,영월,6546,영월,6577,영월,6599,영월,6637,영월,6667,영월,6693,영월,6734,양양,4240,인제,5392.0,인제,5407.0,인제,5448.0,인제,5442.0,인제,5418.0,인제,5406.0,인제,5401.0,인제,5422.0,인제,5440.0,인제,5433.0,인제,5445.0,인제,5460.0,인제,5454.0,인제,5473.0,인제,5486.0,인제,5493.0,인제,5481.0,인제,5483.0,인제,5484.0,인제,5484.0,인제,5500.0,인제,5517.0,인제,5543.0,인제,5554.0,인제,5544.0,인제,5538.0,인제,5545.0,인제,5562.0,인제,5572.0,인제,5579.0,인제,5547.0,인제,5559.0,인제,5559.0,인제,5555.0,인제,5589.0,인제,5607.0,인제,5624.0,인제,5621.0,인제,5610.0,인제,5574.0,인제,5563.0,인제,5579.0,인제,5591.0,인제,5585.0,인제,5608.0,인제,5637.0,인제,5653.0
136,원주,31477,원주,31528,원주,31557,원주,31607,원주,31538,원주,31669,원주,31771,원주,31859,원주,31895,원주,31968,원주,32054,영월,6768,정선,6804.0,정선,6804.0,정선,6803.0,정선,6825.0,정선,6838.0,정선,6860.0,정선,6861.0,정선,6884.0,정선,6903.0,정선,6910.0,정선,6921.0,정선,6941.0,정선,6945.0,정선,6977.0,정선,6992.0,정선,6990.0,정선,6989.0,정선,7010.0,정선,7029.0,정선,7032.0,정선,7017.0,정선,7023.0,정선,7033.0,정선,7073.0,정선,7088.0,정선,7115.0,정선,7128.0,정선,7112.0,정선,7143.0,정선,7154.0,정선,7172.0,정선,7206.0,정선,7159.0,정선,7171.0,정선,7175.0,정선,7198.0,정선,7227.0,정선,7247.0,정선,7241.0,정선,7231.0,정선,7215.0,정선,7227.0,정선,7212.0,정선,7217.0,정선,7224.0,정선,7248.0,정선,7267.0
137,인제,5349,인제,5359,인제,5359,인제,5351,인제,5311,인제,5325,인제,5329,인제,5343,인제,5351,인제,5380,인제,5377,원주,32112,철원,7647.0,철원,7692.0,철원,7688.0,철원,7718.0,철원,7694.0,철원,7705.0,철원,7717.0,철원,7742.0,철원,7759.0,철원,7766.0,철원,7767.0,철원,7780.0,철원,7806.0,철원,7798.0,철원,7802.0,철원,7791.0,철원,7782.0,철원,7779.0,철원,7814.0,철원,7820.0,철원,7835.0,철원,7878.0,철원,7879.0,철원,7911.0,철원,7940.0,철원,7949.0,철원,7928.0,철원,7951.0,철원,7961.0,철원,8003.0,철원,8039.0,철원,7993.0,철원,7982.0,철원,7994.0,철원,8005.0,철원,8029.0,철원,8039.0,철원,8049.0,철원,7989.0,철원,7962.0,철원,7981.0,철원,7994.0,철원,8016.0,철원,7979.0,철원,7976.0,철원,8022.0,철원,8057.0
138,정선,6702,정선,6704,정선,6701,정선,6727,정선,6721,정선,6731,정선,6733,정선,6757,정선,6780,정선,6771,정선,6777,인제,5391,춘천,25142.0,춘천,25138.0,춘천,25149.0,춘천,25168.0,춘천,25186.0,춘천,25218.0,춘천,25215.0,춘천,25261.0,춘천,25248.0,춘천,25268.0,춘천,25276.0,춘천,25331.0,춘천,25310.0,춘천,25368.0,춘천,25388.0,춘천,25401.0,춘천,25362.0,춘천,25446.0,춘천,25446.0,춘천,25461.0,춘천,25447.0,춘천,25453.0,춘천,25571.0,춘천,25656.0,춘천,25691.0,춘천,25738.0,춘천,25755.0,춘천,25778.0,춘천,25809.0,춘천,25867.0,춘천,25889.0,춘천,25802.0,춘천,25823.0,춘천,25868.0,춘천,25895.0,춘천,25952.0,춘천,25978.0,춘천,25955.0,춘천,25845.0,춘천,25826.0,춘천,25822.0,춘천,25896.0,춘천,25931.0,춘천,25816.0,춘천,25804.0,춘천,25838.0,춘천,25891.0
139,철원,7489,철원,7528,철원,7508,철원,7532,철원,7527,철원,7542,철원,7540,철원,7557,철원,7577,철원,7599,철원,7614,정선,6788,태백,4960.0,태백,4934.0,태백,4917.0,태백,4920.0,태백,4907.0,태백,4923.0,태백,4907.0,태백,4883.0,태백,4899.0,태백,4906.0,태백,4910.0,태백,4897.0,태백,4908.0,태백,4924.0,태백,4910.0,태백,4886.0,태백,4873.0,태백,4853.0,태백,4830.0,태백,4857.0,태백,4852.0,태백,4843.0,태백,4854.0,태백,4861.0,태백,4846.0,태백,4847.0,태백,4811.0,태백,4834.0,태백,4829.0,태백,4832.0,태백,4840.0,태백,4811.0,태백,4804.0,태백,4806.0,태백,4820.0,태백,4825.0,태백,4827.0,태백,4832.0,태백,4780.0,태백,4765.0,태백,4730.0,태백,4741.0,태백,4736.0,태백,4701.0,태백,4697.0,태백,4688.0,태백,4700.0
140,춘천,24769,춘천,24782,춘천,24832,춘천,24852,춘천,24806,춘천,24850,춘천,24886,춘천,24916,춘천,24971,춘천,25030,춘천,25095,철원,7629,평창,9221.0,평창,9205.0,평창,9220.0,평창,9220.0,평창,9213.0,평창,9234.0,평창,9226.0,평창,9247.0,평창,9273.0,평창,9296.0,평창,9307.0,평창,9336.0,평창,9344.0,평창,9334.0,평창,9335.0,평창,9326.0,평창,9327.0,평창,9319.0,평창,9355.0,평창,9348.0,평창,9390.0,평창,9447.0,평창,9467.0,평창,9495.0,평창,9511.0,평창,9522.0,평창,9518.0,평창,9528.0,평창,9518.0,평창,9540.0,평창,9548.0,평창,9522.0,평창,9557.0,평창,9566.0,평창,9582.0,평창,9591.0,평창,9586.0,평창,9560.0,평창,9555.0,평창,9560.0,평창,9519.0,평창,9546.0,평창,9544.0,평창,9547.0,평창,9583.0,평창,9591.0,평창,9621.0
141,태백,4959,태백,4951,태백,4921,태백,4910,태백,4889,태백,4888,태백,4909,태백,4929,태백,4924,태백,4926,태백,4951,춘천,25119,홍천,12963.0,홍천,12969.0,홍천,12964.0,홍천,12988.0,홍천,13013.0,홍천,13063.0,홍천,13076.0,홍천,13125.0,홍천,13171.0,홍천,13183.0,홍천,13227.0,홍천,13293.0,홍천,13329.0,홍천,13280.0,홍천,13290.0,홍천,13328.0,홍천,13349.0,홍천,13381.0,홍천,13430.0,홍천,13490.0,홍천,13377.0,홍천,13449.0,홍천,13511.0,홍천,13607.0,홍천,13630.0,홍천,13673.0,홍천,13660.0,홍천,13619.0,홍천,13614.0,홍천,13649.0,홍천,13696.0,홍천,13703.0,홍천,13635.0,홍천,13634.0,홍천,13651.0,홍천,13729.0,홍천,13765.0,홍천,13756.0,홍천,13731.0,홍천,13656.0,홍천,13611.0,홍천,13631.0,홍천,13649.0,홍천,13665.0,홍천,13687.0,홍천,13718.0,홍천,13760.0
142,평창,9104,평창,9144,평창,9132,평창,9132,평창,9121,평창,9114,평창,9113,평창,9127,평창,9146,평창,9158,평창,9171,태백,4958,화천,3484.0,화천,3481.0,화천,3496.0,화천,3538.0,화천,3552.0,화천,3557.0,화천,3558.0,화천,3569.0,화천,3580.0,화천,3582.0,화천,3585.0,화천,3606.0,화천,3612.0,화천,3615.0,화천,3609.0,화천,3615.0,화천,3650.0,화천,3641.0,화천,3639.0,화천,3631.0,화천,3655.0,화천,3677.0,화천,3687.0,화천,3685.0,화천,3691.0,화천,3700.0,화천,3716.0,화천,3726.0,화천,3736.0,화천,3762.0,화천,3744.0,화천,3741.0,화천,3754.0,화천,3776.0,화천,3797.0,화천,3815.0,화천,3840.0,화천,3823.0,화천,3821.0,화천,3803.0,화천,3817.0,화천,3818.0,화천,3812.0,화천,3806.0,화천,3808.0,화천,3824.0,화천,3837.0
143,홍천,12619,홍천,12663,홍천,12649,홍천,12676,홍천,12663,홍천,12683,홍천,12733,홍천,12753,홍천,12815,홍천,12848,홍천,12915,평창,9212,횡성,8563.0,횡성,8572.0,횡성,8593.0,횡성,8621.0,횡성,8610.0,횡성,8646.0,횡성,8674.0,횡성,8696.0,횡성,8747.0,횡성,8760.0,횡성,8770.0,횡성,8762.0,횡성,8778.0,횡성,8803.0,횡성,8804.0,횡성,8806.0,횡성,8819.0,횡성,8853.0,횡성,8882.0,횡성,8915.0,횡성,8946.0,횡성,8953.0,횡성,8975.0,횡성,9029.0,횡성,9045.0,횡성,9069.0,횡성,9112.0,횡성,9113.0,횡성,9080.0,횡성,9136.0,횡성,9168.0,횡성,9215.0,횡성,9198.0,횡성,9211.0,횡성,9262.0,횡성,9279.0,횡성,9311.0,횡성,9318.0,횡성,9247.0,횡성,9226.0,횡성,9236.0,횡성,9235.0,횡성,9283.0,횡성,9255.0,횡성,9279.0,횡성,9310.0,횡성,9358.0
144,화천,3355,화천,3373,화천,3375,화천,3367,화천,3369,화천,3377,화천,3376,화천,3386,화천,3411,화천,3427,화천,3458,홍천,12948,계,182327.0,계,182337.0,계,182392.0,계,182643.0,계,182570.0,계,182983.0,계,183008.0,계,183182.0,계,183623.0,계,183833.0,계,184120.0,계,184522.0,계,184709.0,계,184920.0,계,185036.0,계,185059.0,계,185134.0,계,185447.0,계,185605.0,계,185668.0,계,185847.0,계,186250.0,계,186706.0,계,187332.0,계,187524.0,계,187869.0,계,187944.0,계,188180.0,계,187955.0,계,188572.0,계,188642.0,계,188045.0,계,187967.0,계,188213.0,계,188748.0,계,189180.0,계,189570.0,계,189513.0,계,188747.0,계,188408.0,계,188323.0,계,188728.0,계,188938.0,계,188701.0,계,188957.0,계,189369.0,계,189951.0
145,횡성,8266,횡성,8312,횡성,8303,횡성,8309,횡성,8314,횡성,8329,횡성,8364,횡성,8395,횡성,8442,횡성,8472,횡성,8502,화천,3464,괴산,8175.0,괴산,8206.0,괴산,8211.0,괴산,8222.0,괴산,8217.0,괴산,8243.0,괴산,8291.0,괴산,8282.0,괴산,8294.0,괴산,8287.0,괴산,8291.0,괴산,8284.0,괴산,8296.0,괴산,8304.0,괴산,8314.0,괴산,8324.0,괴산,8386.0,괴산,8366.0,괴산,8362.0,괴산,8400.0,괴산,8425.0,괴산,8461.0,괴산,8471.0,괴산,8484.0,괴산,8502.0,괴산,8502.0,괴산,8523.0,괴산,8592.0,괴산,8641.0,괴산,8656.0,괴산,8676.0,괴산,8627.0,괴산,8626.0,괴산,8649.0,괴산,8656.0,괴산,8685.0,괴산,8720.0,괴산,8712.0,괴산,8715.0,괴산,8721.0,괴산,8771.0,괴산,8750.0,괴산,8790.0,괴산,8769.0,괴산,8777.0,괴산,8793.0,괴산,8829.0
146,계,178964,계,179261,계,179317,계,179392,계,179166,계,179473,계,179810,계,180234,계,180686,계,181147,계,181720,횡성,8553,단양,5935.0,단양,5942.0,단양,5955.0,단양,5970.0,단양,5952.0,단양,5964.0,단양,5970.0,단양,6001.0,단양,6010.0,단양,6019.0,단양,6052.0,단양,6074.0,단양,6091.0,단양,6085.0,단양,6101.0,단양,6108.0,단양,6082.0,단양,6090.0,단양,6077.0,단양,6095.0,단양,6132.0,단양,6177.0,단양,6179.0,단양,6199.0,단양,6204.0,단양,6210.0,단양,6214.0,단양,6226.0,단양,6224.0,단양,6226.0,단양,6200.0,단양,6203.0,단양,6205.0,단양,6249.0,단양,6264.0,단양,6260.0,단양,6283.0,단양,6284.0,단양,6275.0,단양,6223.0,단양,6191.0,단양,6213.0,단양,6210.0,단양,6212.0,단양,6221.0,단양,6219.0,단양,6247.0
147,괴산,7835,괴산,7863,괴산,7909,괴산,7946,괴산,8004,괴산,8018,괴산,8037,괴산,8077,괴산,8097,괴산,8129,괴산,8139,계,182186,보은,7235.0,보은,7229.0,보은,7244.0,보은,7286.0,보은,7283.0,보은,7317.0,보은,7336.0,보은,7354.0,보은,7373.0,보은,7384.0,보은,7395.0,보은,7427.0,보은,7441.0,보은,7448.0,보은,7452.0,보은,7441.0,보은,7428.0,보은,7421.0,보은,7457.0,보은,7453.0,보은,7478.0,보은,7505.0,보은,7510.0,보은,7524.0,보은,7532.0,보은,7542.0,보은,7546.0,보은,7528.0,보은,7539.0,보은,7576.0,보은,7599.0,보은,7637.0,보은,7536.0,보은,7530.0,보은,7548.0,보은,7550.0,보은,7565.0,보은,7576.0,보은,7512.0,보은,7542.0,보은,7547.0,보은,7578.0,보은,7599.0,보은,7537.0,보은,7543.0,보은,7576.0,보은,7601.0
148,단양,5672,단양,5695,단양,5707,단양,5722,단양,5728,단양,5748,단양,5781,단양,5810,단양,5826,단양,5870,단양,5895,괴산,8174,영동,8799.0,영동,8823.0,영동,8834.0,영동,8873.0,영동,8884.0,영동,8882.0,영동,8866.0,영동,8872.0,영동,8910.0,영동,8935.0,영동,8956.0,영동,8980.0,영동,8992.0,영동,9009.0,영동,9030.0,영동,9026.0,영동,9033.0,영동,9018.0,영동,9034.0,영동,9035.0,영동,9067.0,영동,9100.0,영동,9107.0,영동,9106.0,영동,9108.0,영동,9132.0,영동,9111.0,영동,9111.0,영동,9122.0,영동,9148.0,영동,9147.0,영동,9117.0,영동,9130.0,영동,9122.0,영동,9139.0,영동,9141.0,영동,9186.0,영동,9221.0,영동,9209.0,영동,9135.0,영동,9106.0,영동,9153.0,영동,9175.0,영동,9113.0,영동,9108.0,영동,9114.0,영동,9144.0
149,보은,7044,보은,7066,보은,7072,보은,7095,보은,7118,보은,7133,보은,7152,보은,7169,보은,7185,보은,7204,보은,7213,단양,5915,옥천,8614.0,옥천,8637.0,옥천,8677.0,옥천,8678.0,옥천,8704.0,옥천,8733.0,옥천,8730.0,옥천,8758.0,옥천,8766.0,옥천,8787.0,옥천,8810.0,옥천,8836.0,옥천,8819.0,옥천,8842.0,옥천,8868.0,옥천,8867.0,옥천,8896.0,옥천,8919.0,옥천,8940.0,옥천,8964.0,옥천,8979.0,옥천,9005.0,옥천,9019.0,옥천,9053.0,옥천,9041.0,옥천,9067.0,옥천,9071.0,옥천,9077.0,옥천,9102.0,옥천,9144.0,옥천,9154.0,옥천,9116.0,옥천,9124.0,옥천,9123.0,옥천,9134.0,옥천,9170.0,옥천,9215.0,옥천,9209.0,옥천,9238.0,옥천,9222.0,옥천,9159.0,옥천,9192.0,옥천,9227.0,옥천,9177.0,옥천,9225.0,옥천,9247.0,옥천,9283.0
150,영동,8625,영동,8630,영동,8647,영동,8646,영동,8641,영동,8675,영동,8696,영동,8707,영동,8748,영동,8763,영동,8768,보은,7237,음성,16303.0,음성,16290.0,음성,16351.0,음성,16375.0,음성,16397.0,음성,16450.0,음성,16489.0,음성,16529.0,음성,16577.0,음성,16594.0,음성,16547.0,음성,16597.0,음성,16610.0,음성,16633.0,음성,16641.0,음성,16706.0,음성,16652.0,음성,16697.0,음성,16704.0,음성,16713.0,음성,16723.0,음성,16731.0,음성,16815.0,음성,16885.0,음성,16876.0,음성,16934.0,음성,16952.0,음성,16974.0,음성,16972.0,음성,17076.0,음성,17129.0,음성,17149.0,음성,17068.0,음성,17120.0,음성,17118.0,음성,17150.0,음성,17205.0,음성,17193.0,음성,17165.0,음성,17213.0,음성,17185.0,음성,17243.0,음성,17290.0,음성,17288.0,음성,17310.0,음성,17363.0,음성,17393.0
151,옥천,8409,옥천,8395,옥천,8397,옥천,8391,옥천,8403,옥천,8455,옥천,8488,옥천,8505,옥천,8545,옥천,8558,옥천,8572,영동,8781,제천,18301.0,제천,18342.0,제천,18363.0,제천,18410.0,제천,18433.0,제천,18456.0,제천,18452.0,제천,18494.0,제천,18528.0,제천,18519.0,제천,18540.0,제천,18539.0,제천,18623.0,제천,18664.0,제천,18673.0,제천,18672.0,제천,18636.0,제천,18706.0,제천,18639.0,제천,18635.0,제천,18675.0,제천,18678.0,제천,18721.0,제천,18733.0,제천,18757.0,제천,18795.0,제천,18709.0,제천,18710.0,제천,18753.0,제천,18865.0,제천,18917.0,제천,18825.0,제천,18825.0,제천,18810.0,제천,18857.0,제천,18918.0,제천,18938.0,제천,18927.0,제천,18867.0,제천,18705.0,제천,18717.0,제천,18619.0,제천,18597.0,제천,18657.0,제천,18621.0,제천,18614.0,제천,18625.0
152,음성,15776,음성,15829,음성,15835,음성,15859,음성,15856,음성,15950,음성,16017,음성,16070,음성,16117,음성,16188,음성,16255,옥천,8589,증평,4521.0,증평,4533.0,증평,4537.0,증평,4547.0,증평,4526.0,증평,4506.0,증평,4520.0,증평,4524.0,증평,4548.0,증평,4562.0,증평,4563.0,증평,4565.0,증평,4556.0,증평,4549.0,증평,4550.0,증평,4555.0,증평,4559.0,증평,4560.0,증평,4532.0,증평,4530.0,증평,4538.0,증평,4552.0,증평,4577.0,증평,4574.0,증평,4558.0,증평,4564.0,증평,4521.0,증평,4510.0,증평,4486.0,증평,4493.0,증평,4490.0,증평,4478.0,증평,4497.0,증평,4500.0,증평,4521.0,증평,4551.0,증평,4544.0,증평,4561.0,증평,4548.0,증평,4521.0,증평,4498.0,증평,4518.0,증평,4512.0,증평,4491.0,증평,4493.0,증평,4485.0,증평,4497.0
153,제천,18075,제천,18118,제천,18145,제천,18161,제천,18160,제천,18197,제천,18186,제천,18199,제천,18200,제천,18220,제천,18269,음성,16287,진천,10119.0,진천,10150.0,진천,10195.0,진천,10217.0,진천,10235.0,진천,10249.0,진천,10279.0,진천,10303.0,진천,10341.0,진천,10361.0,진천,10437.0,진천,10494.0,진천,10531.0,진천,10624.0,진천,10660.0,진천,10703.0,진천,10728.0,진천,10769.0,진천,10784.0,진천,10814.0,진천,10891.0,진천,10945.0,진천,10944.0,진천,11007.0,진천,11066.0,진천,11111.0,진천,11115.0,진천,11170.0,진천,11206.0,진천,11274.0,진천,11339.0,진천,11376.0,진천,11390.0,진천,11415.0,진천,11444.0,진천,11480.0,진천,11519.0,진천,11566.0,진천,11549.0,진천,11557.0,진천,11546.0,진천,11559.0,진천,11563.0,진천,11545.0,진천,11548.0,진천,11548.0,진천,11591.0
154,증평,4436,증평,4441,증평,4453,증평,4444,증평,4422,증평,4429,증평,4445,증평,4451,증평,4472,증평,4488,증평,4507,제천,18318,청원,23.0,청원,21.0,청원,21.0,청원,21.0,청원,21.0,청원,21.0,청원,21.0,청원,21.0,청원,20.0,청원,20.0,청원,20.0,청원,19.0,청원,19.0,청원,19.0,청원,19.0,청원,19.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,12.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0,청원,11.0
155,진천,9741,진천,9769,진천,9795,진천,9828,진천,9847,진천,9887,진천,9902,진천,9953,진천,9965,진천,9996,진천,10046,증평,4520,청주 상당,15784.0,청주 상당,15743.0,청주 상당,15720.0,청주 상당,15662.0,청주 상당,15659.0,청주 상당,15677.0,청주 상당,15701.0,청주 상당,15692.0,청주 상당,15706.0,청주 상당,15693.0,청주 상당,15648.0,청주 상당,15605.0,청주 상당,15616.0,청주 상당,15606.0,청주 상당,15605.0,청주 상당,15564.0,청주 상당,15564.0,청주 상당,15656.0,청주 상당,15644.0,청주 상당,15589.0,청주 상당,15616.0,청주 상당,15612.0,청주 상당,15650.0,청주 상당,15703.0,청주 상당,15604.0,청주 상당,15584.0,청주 상당,15733.0,청주 상당,15822.0,청주 상당,15864.0,청주 상당,15985.0,청주 상당,16027.0,청주 상당,15978.0,청주 상당,15966.0,청주 상당,15926.0,청주 상당,15911.0,청주 상당,15928.0,청주 상당,15904.0,청주 상당,15898.0,청주 상당,15924.0,청주 상당,15879.0,청주 상당,15758.0,청주 상당,15788.0,청주 상당,15829.0,청주 상당,15877.0,청주 상당,15852.0,청주 상당,15811.0,청주 상당,15917.0
